# Synthetic poker hand history data for Table 2
# Format: timestamp|table_id|player_id|action|amount|pot
# 6 players: P1, P2, P3, P4, P5, P6
# Includes normal betting patterns and anomalous synchronized bets (hands 11, 14, 16)

# Hand 1 - Normal play
1697510000.0|2|P1|bet|12.0|12.0
1697510001.0|2|P2|call|12.0|24.0
1697510002.0|2|P3|fold|0.0|24.0
1697510003.0|2|P4|call|12.0|36.0
1697510004.0|2|P5|fold|0.0|36.0
1697510005.0|2|P6|raise|24.0|60.0
1697510006.0|2|P1|fold|0.0|60.0
1697510007.0|2|P2|call|12.0|72.0
1697510008.0|2|P4|fold|0.0|72.0

# Hand 2 - Normal play
1697510020.0|2|P2|bet|14.0|14.0
1697510021.0|2|P3|call|14.0|28.0
1697510022.0|2|P4|fold|0.0|28.0
1697510023.0|2|P5|raise|28.0|56.0
1697510024.0|2|P6|fold|0.0|56.0
1697510025.0|2|P1|fold|0.0|56.0
1697510026.0|2|P2|call|14.0|70.0
1697510027.0|2|P3|fold|0.0|70.0

# Hand 3 - Normal play
1697510040.0|2|P3|bet|16.0|16.0
1697510041.0|2|P4|call|16.0|32.0
1697510042.0|2|P5|call|16.0|48.0
1697510043.0|2|P6|fold|0.0|48.0
1697510044.0|2|P1|raise|32.0|80.0
1697510045.0|2|P2|fold|0.0|80.0
1697510046.0|2|P3|fold|0.0|80.0
1697510047.0|2|P4|call|16.0|96.0
1697510048.0|2|P5|fold|0.0|96.0

# Hand 4 - Normal play
1697510060.0|2|P4|bet|18.0|18.0
1697510061.0|2|P5|fold|0.0|18.0
1697510062.0|2|P6|call|18.0|36.0
1697510063.0|2|P1|call|18.0|54.0
1697510064.0|2|P2|raise|36.0|90.0
1697510065.0|2|P3|fold|0.0|90.0
1697510066.0|2|P4|fold|0.0|90.0
1697510067.0|2|P6|call|18.0|108.0
1697510068.0|2|P1|fold|0.0|108.0

# Hand 5 - Normal play
1697510080.0|2|P5|bet|13.0|13.0
1697510081.0|2|P6|call|13.0|26.0
1697510082.0|2|P1|fold|0.0|26.0
1697510083.0|2|P2|call|13.0|39.0
1697510084.0|2|P3|raise|26.0|65.0
1697510085.0|2|P4|fold|0.0|65.0
1697510086.0|2|P5|fold|0.0|65.0
1697510087.0|2|P6|fold|0.0|65.0
1697510088.0|2|P2|call|13.0|78.0

# Hand 6 - Normal play
1697510100.0|2|P6|bet|15.0|15.0
1697510101.0|2|P1|call|15.0|30.0
1697510102.0|2|P2|fold|0.0|30.0
1697510103.0|2|P3|call|15.0|45.0
1697510104.0|2|P4|raise|30.0|75.0
1697510105.0|2|P5|fold|0.0|75.0
1697510106.0|2|P6|fold|0.0|75.0
1697510107.0|2|P1|call|15.0|90.0
1697510108.0|2|P3|fold|0.0|90.0

# Hand 7 - Normal play
1697510120.0|2|P1|bet|17.0|17.0
1697510121.0|2|P2|call|17.0|34.0
1697510122.0|2|P3|fold|0.0|34.0
1697510123.0|2|P4|call|17.0|51.0
1697510124.0|2|P5|fold|0.0|51.0
1697510125.0|2|P6|call|17.0|68.0

# Hand 8 - Normal play
1697510140.0|2|P2|bet|19.0|19.0
1697510141.0|2|P3|fold|0.0|19.0
1697510142.0|2|P4|call|19.0|38.0
1697510143.0|2|P5|raise|38.0|76.0
1697510144.0|2|P6|fold|0.0|76.0
1697510145.0|2|P1|fold|0.0|76.0
1697510146.0|2|P2|fold|0.0|76.0
1697510147.0|2|P4|call|19.0|95.0

# Hand 9 - Normal play
1697510160.0|2|P3|bet|11.0|11.0
1697510161.0|2|P4|call|11.0|22.0
1697510162.0|2|P5|call|11.0|33.0
1697510163.0|2|P6|fold|0.0|33.0
1697510164.0|2|P1|raise|22.0|55.0
1697510165.0|2|P2|fold|0.0|55.0
1697510166.0|2|P3|fold|0.0|55.0
1697510167.0|2|P4|call|11.0|66.0
1697510168.0|2|P5|fold|0.0|66.0

# Hand 10 - Normal play
1697510180.0|2|P4|bet|20.0|20.0
1697510181.0|2|P5|call|20.0|40.0
1697510182.0|2|P6|fold|0.0|40.0
1697510183.0|2|P1|call|20.0|60.0
1697510184.0|2|P2|raise|40.0|100.0
1697510185.0|2|P3|fold|0.0|100.0
1697510186.0|2|P4|fold|0.0|100.0
1697510187.0|2|P5|fold|0.0|100.0
1697510188.0|2|P1|call|20.0|120.0

# Hand 11 - ANOMALY: P2 and P5 synchronized betting (collusion pattern)
1697510200.0|2|P5|bet|65.0|65.0
1697510200.5|2|P2|raise|130.0|195.0
1697510201.0|2|P6|fold|0.0|195.0
1697510202.0|2|P1|fold|0.0|195.0
1697510203.0|2|P3|fold|0.0|195.0
1697510204.0|2|P4|fold|0.0|195.0
1697510204.5|2|P5|raise|130.0|325.0
1697510205.0|2|P2|call|65.0|390.0

# Hand 12 - Normal play
1697510220.0|2|P6|bet|14.0|14.0
1697510221.0|2|P1|call|14.0|28.0
1697510222.0|2|P2|call|14.0|42.0
1697510223.0|2|P3|fold|0.0|42.0
1697510224.0|2|P4|fold|0.0|42.0
1697510225.0|2|P5|raise|28.0|70.0
1697510226.0|2|P6|fold|0.0|70.0
1697510227.0|2|P1|call|14.0|84.0
1697510228.0|2|P2|fold|0.0|84.0

# Hand 13 - Normal play
1697510240.0|2|P1|bet|21.0|21.0
1697510241.0|2|P2|fold|0.0|21.0
1697510242.0|2|P3|call|21.0|42.0
1697510243.0|2|P4|call|21.0|63.0
1697510244.0|2|P5|fold|0.0|63.0
1697510245.0|2|P6|raise|42.0|105.0
1697510246.0|2|P1|fold|0.0|105.0
1697510247.0|2|P3|fold|0.0|105.0
1697510248.0|2|P4|call|21.0|126.0

# Hand 14 - ANOMALY: P3 and P6 synchronized betting (collusion pattern)
1697510260.0|2|P6|bet|70.0|70.0
1697510260.5|2|P3|raise|140.0|210.0
1697510261.0|2|P4|fold|0.0|210.0
1697510262.0|2|P5|fold|0.0|210.0
1697510263.0|2|P1|fold|0.0|210.0
1697510264.0|2|P2|fold|0.0|210.0
1697510264.5|2|P6|raise|140.0|350.0
1697510265.0|2|P3|call|70.0|420.0

# Hand 15 - Normal play
1697510280.0|2|P2|bet|22.0|22.0
1697510281.0|2|P3|call|22.0|44.0
1697510282.0|2|P4|fold|0.0|44.0
1697510283.0|2|P5|call|22.0|66.0
1697510284.0|2|P6|fold|0.0|66.0
1697510285.0|2|P1|raise|44.0|110.0
1697510286.0|2|P2|fold|0.0|110.0
1697510287.0|2|P3|call|22.0|132.0
1697510288.0|2|P5|fold|0.0|132.0

# Hand 16 - ANOMALY: P2 and P5 synchronized again (repeated pattern)
1697510300.0|2|P2|bet|75.0|75.0
1697510300.5|2|P5|raise|150.0|225.0
1697510301.0|2|P6|fold|0.0|225.0
1697510302.0|2|P1|fold|0.0|225.0
1697510303.0|2|P3|fold|0.0|225.0
1697510304.0|2|P4|fold|0.0|225.0
1697510304.5|2|P2|raise|150.0|375.0
1697510305.0|2|P5|call|75.0|450.0

# Hand 17 - Normal play
1697510320.0|2|P5|bet|16.0|16.0
1697510321.0|2|P6|call|16.0|32.0
1697510322.0|2|P1|fold|0.0|32.0
1697510323.0|2|P2|call|16.0|48.0
1697510324.0|2|P3|fold|0.0|48.0
1697510325.0|2|P4|raise|32.0|80.0
1697510326.0|2|P5|fold|0.0|80.0
1697510327.0|2|P6|call|16.0|96.0
1697510328.0|2|P2|fold|0.0|96.0

# Hand 18 - Normal play
1697510340.0|2|P6|bet|18.0|18.0
1697510341.0|2|P1|call|18.0|36.0
1697510342.0|2|P2|fold|0.0|36.0
1697510343.0|2|P3|call|18.0|54.0
1697510344.0|2|P4|fold|0.0|54.0
1697510345.0|2|P5|raise|36.0|90.0
1697510346.0|2|P6|fold|0.0|90.0
1697510347.0|2|P1|fold|0.0|90.0
1697510348.0|2|P3|call|18.0|108.0

# Hand 19 - Normal play
1697510360.0|2|P1|bet|23.0|23.0
1697510361.0|2|P2|call|23.0|46.0
1697510362.0|2|P3|fold|0.0|46.0
1697510363.0|2|P4|call|23.0|69.0
1697510364.0|2|P5|fold|0.0|69.0
1697510365.0|2|P6|raise|46.0|115.0
1697510366.0|2|P1|fold|0.0|115.0
1697510367.0|2|P2|call|23.0|138.0
1697510368.0|2|P4|fold|0.0|138.0

# Hand 20 - Normal play
1697510380.0|2|P2|bet|25.0|25.0
1697510381.0|2|P3|call|25.0|50.0
1697510382.0|2|P4|fold|0.0|50.0
1697510383.0|2|P5|call|25.0|75.0
1697510384.0|2|P6|fold|0.0|75.0
1697510385.0|2|P1|raise|50.0|125.0
1697510386.0|2|P2|fold|0.0|125.0
1697510387.0|2|P3|call|25.0|150.0
1697510388.0|2|P5|fold|0.0|150.0

